Lieu_id;Lieu_libel;Lieu_mnemonique;Lieu_bathy;Lieu_com;Lien_lieu;Date_creat;Date_maj;Port;Taxon;Groupe_taxon;Longitude;Latitude
15032029;Les 7 Îles;031-P-006;20;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -3.4954995131-48.8696663459).;;13/06/2008;15/04/2013;;;;-3.494027;48.870718
26054021;Locmiquel;061-P-021;;;;13/06/2008;;;;;-2.9171779573;47.5843291607
21042032;Phare du Coq - 29OD16;046-P-007;;;;13/06/2008;;;;;-4.1168855863;47.8746621012
13027028;Morieux Z1;025-P-033;;Evolution des concessions. Modifications des coordonnées le : 24/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (48.544273 / -2.674716);;13/06/2008;24/10/2016;;;;-2.6758675;48.5446656
14030007;Roche Jaune;028-P-006;;;;13/06/2008;15/04/2013;;;;-3.2033828266;48.8241903504
60002484;VANNES - 56G 700;061-P-081;;;;02/12/2009;02/12/2009;;;;-2.75536210018106;47.6551498692416
30065007;La Passe des Esnandais (terre);076-P-007;1;Coordonnées imprécises à la création du point. Modifications des coordonnées le : 17/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (46.3068168046 / -1.314950506);;13/06/2008;17/10/2016;;;;-1.31541;46.3035
60004892;Ermitage;126-P-073;;Lieu créé à la demande du RHLR (La Réunion). Libellé modifié le 17/02/2012 pour correspondre à la terminologie officielle administrative.;;06/01/2012;17/02/2012;;;;55.21441;-21.088167
60004691;Rocroy - Val de lorge;124-P-015;13;Lieu créé le 11/10/2011 demande de C. Belin. Correction du libellé le 05/01/2012.;;11/10/2011;15/04/2014;;;;-61.7616163749748;16.0403671293502
28061002;Coupelasse-Fiol;071-P-002;;Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (47.0208256656 / -2.0344809216);;13/06/2008;05/12/2016;;;;-2.030089;47.020355
36086009;Etang dAyguades - Ciné;095-P-089;;;;13/06/2008;;;;;3.1376861731;43.1327114871
34077004;Jetée Thiers;088-P-004;8.1;Ancien libellé : "Teychan". Renommé à la demande de la coordination REPHY le 25/11/2015, avec accord de la coordination REMI, et suite au tranfert des passages pour analyse deau sur le lieu "Teychan bis - 088-P-050".;;13/06/2008;25/11/2015;;;;-1.168911114;44.6651145064
36083376;LES - Leucate Sud;097-P-093;3.2;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;2.9900358255;42.8166184429
37088010;Salins;107-P-001;;;;13/06/2008;;;;;4.155211913;43.5273115942
60002502;VILAINE - 56V 090;065-P-020;;;;02/12/2009;02/12/2009;;;;-2.40023938845303;47.5013538523436
27057001;Kervoyal;065-P-001;5;Bathymétrie inidiquée par LER/MPL/TM (R. Gabellec, 27/02/14). Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (47.5199987504 / -2.531669229);;13/06/2008;05/12/2016;;;;-2.531669229;47.5199987504
60002388;Baie du Marin;125-P-043;10;Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.4568829209 et Long -60.8821042044).;;24/11/2009;15/11/2016;;;;-60.89295441;14.45086277
19036006;Gisement Sein;038-P-007;50;;;13/06/2008;;;;;-4.854391954;48.0584844276
6012003;Ouistreham 3 milles;010-P-104;11;;;13/06/2008;;;;;-0.2445063974;49.3434056013
28060047;Cordemais - 44 L028 (148500);070-P-021;;Référence point DDTM : PMR044044045ES00000027. Type de suivi : Loire. Faut-il renommer le lieu avec le code 27?;;13/06/2008;17/07/2014;;;;-1.899666365;47.2751483955
43112002;BIS - Biguglia sud;116-P-002;1.4;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;9.4858333015;42.5765004279
9021025;Les Minquiers;018-P-067;10;;;13/06/2008;06/05/2015;;;;-1.8346949904;48.9990445213
14030003;Roche Jaune - Roche Gorec;028-P-002;;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-3.2045494875 - 48.8231903105).;;13/06/2008;26/11/2013;;;;-3.20291564;48.82256049
32070003;St Froult;080-P-009;1.4;;;13/06/2008;;;;;-1.1222713408;45.9201432603
3006022;Bif;007-P-008;0;;;13/06/2008;;;;;1.5986744158;50.214117386
60002432;PONT LABBE - 29PA23;045-P-018;;;;02/12/2009;02/12/2009;;;;-4.16945483806074;47.8367521625428
38093002;Rousty;106-P-011;1.5;;;13/06/2008;;;;;4.4967199454;43.4556467167
60002480;AURAY - 56G 440;060-P-036;;;;02/12/2009;02/12/2009;;;;-2.97061255280627;47.6677338563669
26054008;Brehuidic;061-P-008;;;;13/06/2008;;;;;-2.8325088225;47.5484959385
60002506;TRIEUX - 22152E03;027-P-047;;;;02/12/2009;02/12/2009;;;;-3.14014282840475;48.71101991551
10023050;Cancale Est;020-P-051;10;;;13/06/2008;;;;;-1.795166188;48.7015005548
29062009;St Jean de Mont;072-P-009;;;;13/06/2008;;;;;-2.0861428037;46.7856527558
7015025;Barfleur gisement;015-P-024;4;;;13/06/2008;;;;;-1.2518698687;49.7070702829
9021008;Coudeville;018-P-051;-3;;;13/06/2008;;;;;-1.5776870375;48.8888779918
60004550;Marseillan plage-est;102-P-118;;Création du lieu pour létude de zone n°34.09, demandée par M. Rousselet du LER/Sète le 23/05/2011.;;24/05/2011;20/12/2011;;;;3.5619;43.3218
7014023;Géfosse;014-P-023;0;;;13/06/2008;;;;;-1.1073581894;49.3902301225
60002548;ABER BENOIT - 29AB05;037-P-069;;;;02/12/2009;02/12/2009;;;;-4.55718165359082;48.5611044055522
60007483;MET- COUNAMAMA (Counamama);146-P-017;0;Counamama;;30/10/2014;30/10/2014;;;;-53.1365439549386;5.44629048481191
21042009;Le Letty;044-P-001;-2;;;13/06/2008;;;;;-4.0763729685;47.8661557093
9021016;Pointe du Roc;020-P-001;5;;;13/06/2008;;;;;-1.6195196786;48.8332093785
18038002;Landevennec (a);039-P-062;-2;;;13/06/2008;;;;;-4.269221227;48.2944973792
60006826;Boueni (fond de baie) H17;145-P-021;17;Station 17/H17/B20 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.1319995976665;-12.9162995373164
27059001;Le Croisic (a);068-P-001;;;;13/06/2008;;;;;-2.5141633556;47.2999935692
17035507;Aber Wrach 1;037-P-035;;;;13/06/2008;;;;;-4.5597347929;48.5990015347
60001762;Rivière de Daoulas;039-P-188;;;;24/06/2009;24/06/2009;;;;-4.294444;48.343056
60006819;Tsingoni (Baie large) H12;145-P-014;49;Station 12/H12/B14 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.0754003218668;-12.7990002011668
37087029;Balaruc bains;104-P-026;;;;13/06/2008;;;;;3.6955378112;43.444638625
28060024;Pornichet;069-P-020;;;;13/06/2008;;;;;-2.3451592223;47.2591611997
40100003;Oursinières;112-P-003;;;;13/06/2008;;;;;5.9999995613;43.1000001158
60007527;MET- MANA (Mana ville);146-P-041;0;Mana ville;;30/10/2014;30/10/2014;;;;-53.7751327700664;5.66562764031382
14029035;Sillon noir;027-P-020;;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-3.0697149058 - 48.8693597874).;;13/06/2008;26/11/2013;;;;-3.07292602;48.86888914
27057016;Cofreneau;063-P-007;;;;13/06/2008;;;;;-2.503667943;47.4896649976
37087001;Bouzigues (a);104-P-001;;Coordonnées modifiées sur la demande de Catherine Belin (17/03/2010);;13/06/2008;17/03/2010;;;;3.664119;43.434851
22044003;Trévignon;048-P-003;-1;;;13/06/2008;;;;;-3.8322000749;47.7963235679
26053015;Kerivaud;060-P-015;;;;13/06/2008;;;;;-2.9458449782;47.5776619941
30066022;Pont du Brault - S86;077-P-020;;;;13/06/2008;30/04/2010;;;;-1.0824814263;46.3169696498
7015006;Morsalines;015-P-005;-2;;;13/06/2008;;;;;-1.2900333487;49.5663993676
60002458;SCORFF - 56B 550;050-P-058;;;;02/12/2009;02/12/2009;;;;-3.35246630456649;47.7432589016294
31067005;Filière Oléron;079-P-006;11;;;13/06/2008;;;;;-1.2571090298;46.0016436486
1002001;Strouanne;001-P-166;;;;13/06/2008;;;;;1.6769898852;50.9059712744
36080002;Banyuls-Sola;094-P-002;24;;;13/06/2008;;;;;3.1449996874;42.488333241
60002961;29E - Antibes sud;114-P-158;0;;;19/01/2010;19/01/2010;;;;7.14415007040836;43.5606165761416
10022002;Chausey - Satmar;019-P-002;5;;;13/06/2008;;;;;-1.8259851927;48.890001768
38094012;Courbe;109-P-010;1.5;;;13/06/2008;;;;;4.7137261781;43.3486465167
60002391;Baie du Trésor;125-P-046;13;Coordonnées mises à jour selon les relevés GPS effectués par Creocean Martinique (04/08/2011). Correction des coordonnées le 05/01/2012 (anciennes 14.7576666667-62.8863333333). Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.757992 et Long -60.885941).;;24/11/2009;15/11/2016;;;;-60.88505736;14.75716185
9019006;St Germain sud;018-P-006;-4;;;13/06/2008;;;;;-1.6431971056;49.2117190572
28060012;Tharon;070-P-002;;;;13/06/2008;;;;;-2.1714869669;47.1633275415
21042033;Cale de Rosquemo - 29PA17;045-P-011;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé Cale de Rosquemo - PA17).;;13/06/2008;15/04/2013;;;;-4.1952131964;47.8573024024
60002436;GOYEN - 29GY02;042-P-040;;;;02/12/2009;02/12/2009;;;;-4.49473043653188;48.0397716757192
32070027;Gors;080-P-025;;;;13/06/2008;;;;;-1.152270617;45.8641416309
60006827;Banc de la Surprise (Sud Est) 7;145-P-022;30;Station 7 - études Def RCS;;21/03/2014;21/03/2014;;;;45.1385998792999;-12.6524994970831
60002524;Forn ar Ra - 22225E05;032-P-043;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé LEGUER - 22225E05).;;02/12/2009;15/04/2013;;;;-3.51420438543553;48.7343995171998
60002513;TRIEUX - 22152A26;027-P-039;;;;02/12/2009;02/12/2009;;;;-3.08710118688393;48.7170257493462
7015012;Tocquaise;015-P-011;-2;;;13/06/2008;;;;;-1.2640335103;49.5905669923
10023026;Biez est réserve;020-P-028;;Petit déplacement du à un mauvais positionnement du point par rapport aux dépôts quil représente (point trop central par rapport au gisement naturel). Modifications des coordonnées le : 24/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (48.6235356899 / -1.7535166381);;13/06/2008;24/10/2016;;;;-1.7544045;48.6227315
23045516;Lorient 16;049-P-020;25;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -3.4296893938-47.6656584608). Bathymétrie inidiquée par LER/MPL/TM (R. Gabellec, 27/02/14).;;13/06/2008;27/02/2014;;;;-3.428251;47.666741
60001823;Le Passage - Noyalo;061-P-078;;;;04/08/2009;04/08/2009;;;;-2.722733;47.588833
60002455;RANCE - 35EER10;021-P-081;;;;02/12/2009;02/12/2009;;;;-1.9369312009656;48.5175849929592
60002429;PENZE - 29PZ19;033-P-044;;;;02/12/2009;02/12/2009;;;;-3.94035606517804;48.6902202776101
17035024;Ile de la Croix;037-P-022;3.4;;;13/06/2008;27/02/2014;;;;-4.5964025111;48.6131681141
60002476;Le Moustoir - 56G540;060-P-032;;Correction du libellé le 16/04/2013 à la demande de latlas DCE/LB (ancien libellé AURAY - 56G 540).;;02/12/2009;16/04/2013;;;;-2.94780124723397;47.597684570509
30066002;Nord Passe Esnandes;077-P-003;-1.5;;;13/06/2008;;;;;-1.1826135375;46.2561504297
40100011;22B - Toulon gde rade;112-P-010;;;;13/06/2008;;;;;5.9546673528;43.0789992381
60004704;Gros cap;124-P-028;12;Lieu créé le 11/10/2011 demande de C. Belin. Corrections du libellé le 05/01/2012 (ancien libellé "Gros cap - Les Saintes").;;11/10/2011;15/04/2014;;;;-61.6516163749749;15.8486169784751
60007487;MEC- Les Roches;146-P-021;0;Les Roches;;30/10/2014;30/10/2014;;;;-52.6235314825991;5.16010963588815
60003033;SCA-Scamandre-Crey-Charnier;107-P-027;0;;;15/02/2010;15/02/2010;;;;4.36004626835646;43.6225085495876
4007004;Dieppe;008-P-002;13;;;13/06/2008;;;;;1.0528367467;49.9556039343
60007472;MET- COMTE (Orapu);146-P-006;0;Orapu;;30/10/2014;30/10/2014;;;;-52.3238895594448;4.61666666666666
38091326;PON - Ponant;106-P-009;2.9;Coordonnées mises à jour selon fichier GPS RSL (15/10/2014). Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;4.11942;43.56405
39096008;18A - Carry;111-P-015;;;;13/06/2008;;;;;5.1591671497;43.3220002361
16033014;Le Varquez;035-P-004;;;;13/06/2008;;;;;-3.9290584784;48.6638441645
60006830;kangani (cotier) H4;145-P-025;36;Station 4/H4/B04 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.1923999195333;-12.7171997585999
60002520;ARGUENON - 22006E01;022-P-040;;;;02/12/2009;02/12/2009;;;;-2.23302253067794;48.5218758801046
36086334;CAM - Campignol;099-P-022;0.6;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.0461982955;43.1036249697
60001800;Vert Bois 2;075-P-006;;;;03/08/2009;03/08/2009;;;;-1.290219444;45.84061389
7015030;Reville 1 mille;015-P-029;10;;;13/06/2008;;;;;-1.2170332054;49.6129014828
34077054;Arguin;087-P-005;;;;13/06/2008;;;;;-1.2414108325;44.5907787638
21041003;Men Du;043-P-003;18;;;13/06/2008;;;;;-3.8400329464;47.7733229083
60004910;Ouessant - Youch korz;037-P-086;;Lieu crée le 17/01/2012 demande du LER/FBN/CC.;;17/01/2012;17/01/2012;;;;-5.115;48.45
37087025;Canal (Affaires Maritimes);104-P-023;;;;13/06/2008;;;;;3.7010385558;43.4103046104
37087379;TE - Thau Est;104-P-117;8.9;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.6383705557;43.4166374608
6013024;Luc 1 mille;010-P-187;10;;;13/06/2008;;;;;-0.3291742868;49.3259041495
37088001;Filières des Aresquiers;102-P-005;;;;13/06/2008;11/12/2009;;;;3.8567077421;43.4376400636
28060035;Impairs;069-P-022;;Modifications des coordonnées le : 05/12/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (47.2686606901 / -2.409160639);;13/06/2008;05/12/2016;;;;-2.409083;47.275722
23045053;Rade de Lorient - 56B560;050-P-019;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé Rade de Lorient - B560).;;13/06/2008;15/04/2013;;;;-3.3520948008;47.7356927687
3006010;Pointe du Hourdel;007-P-003;5;;;13/06/2008;;;;;1.5798406095;50.2167839126
29062002;Ile dYeu;072-P-002;;;;13/06/2008;;;;;-2.3391459023;46.7223150139
34078004;Capbreton est;090-P-004;;;;13/06/2008;;;;;-1.4433949053;43.6544233761
15032010;Locquemeau;032-P-010;2;Modification des coordonnées le 20/01/2014 demandée par le LER (anciennes lat=48.7266832865 et long=-3.5823871742).;;13/06/2008;20/01/2014;;;;-3.58176105;48.72629715
60004698;Ilet à Christophe;124-P-022;3;Lieu créé le 11/10/2011 demande de C. Belin. Correction du libellé le 05/01/2012. Coordonnées corrigées le 04/06/13 suite à la mission de mars 2013 et à lenvoi dun mail de Pareto.;;11/10/2011;15/04/2014;;;;-61.56893;16.29243
31068003;Le Cornard;079-P-026;1;Pour le suivi RAZLEC, ce lieu représente la station "Le Cornard". Correction des coordonnées le 27/02/2014 à la demande du LER/PC (anciennes coordonnées -1.207083,46.056243). Correction des coordonnées le 16/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -1.1306079228,46.0551463049).;;13/06/2008;13/11/2015;;;;-1.130607923;46.0551463
21043004;Kerist;047-P-004;1.5;;;13/06/2008;;;;;-3.9787053971;47.8983243376
18037006;Moulin Blanc (a);039-P-006;;;;13/06/2008;;;;;-4.4295602242;48.3966646734
60008350;Roche Colas;061-P-073;9;Lieu créé le 29/03/2016 à la demande de la coordination REPHY et du LER/MPL.;;29/03/2016;29/03/2016;;;;-2.82072;47.5829
60006915;STEP Desmarinière;125-P-067;;Lieu créé le 14/04/2014 (demande du 28/01/2014 par aubert-moulin@creocean.fr).;;14/04/2014;14/04/2014;;;;-60.9304244618789;14.7271021927178
10023009;Cherrueix 4;020-P-011;;;;13/06/2008;;;;;-1.7440167716;48.6353694408
29063013;Ecluse Gachère;074-P-012;0;;;13/06/2008;;;;;-1.8464669128;46.5856507249
60006834;Bandrele (Pointe Mounyendre) 23;145-P-029;32;Station 23 - études Def RCS;;21/03/2014;21/03/2014;;;;45.2126000804667;-12.9224994970831
6013016;Intérieur gisement baie de Seine;013-P-003;20;;;13/06/2008;;;;;-0.6680168429;49.415735952
18037012;Le Caro;039-P-012;;;;13/06/2008;01/03/2010;;;;-4.4447257132;48.3434964873
43116007;Pointe SantAmanza;121-P-006;;Rinbio 40C. Changement de libellé le 03/11/2011, demande faite par MCFabri, ancien libellé "SantAmanza 2".;;13/06/2008;08/11/2011;;;;9.2658331823;41.4291662087
13027016;Morieux point c1;025-P-025;4.4;Correction des coordonnées à la demande du LER le 26/11/2013 : anciennes coordonnées (-2.6101978057 - 48.5576905635).;;13/06/2008;26/11/2013;;;;-2.609646;48.55687
32069002;La Mouclière (a);081-P-001;;;;13/06/2008;;;;;-1.1024388034;45.9709779936
60002545;ODET - 29OD06;046-P-025;;;;02/12/2009;02/12/2009;;;;-4.11166867833433;47.9903228726614
18038021;Sillon des Anglais;039-P-079;;;;13/06/2008;27/02/2014;;;;-4.2717213217;48.2963307283
60002497;LEpinay - 56V480;064-P-018;;Correction du libellé le 16/04/2013 à la demande de latlas DCE/LB (ancien libellé PENERF - 56V 480).;;02/12/2009;16/04/2013;;;;-2.61428585797626;47.5285425467713
29064001;Remblai;074-P-023;;;;13/06/2008;;;;;-1.7842968531;46.4913158623
60002441;AULNE - 29AL39;039-P-193;;;;02/12/2009;02/12/2009;;;;-4.25488835244417;48.2859474954737
60006911;Carrières;125-P-063;;Lieu créé le 14/04/2014 (demande du 28/01/2014 par aubert-moulin@creocean.fr).;;14/04/2014;14/04/2014;;;;-61.1946338764836;14.7637738885536
39096014;Bain des Dames;111-P-021;;;;13/06/2008;;;;;5.3621676597;43.2400004127
60002451;Mordreux - 35EER4;021-P-077;;Correction du libellé le 15/04/2013 à la demande de latlas DCE/LB (ancien libellé RANCE - 35EER4).;;02/12/2009;15/04/2013;;;;-1.97739489036411;48.5150975658821
29063017;Large pointe grosse terre;074-P-016;;Correction des coordonnées le 16/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -2.0414716269,46.6328162913).;;13/06/2008;16/04/2013;;;;-2.040599;46.632903
60002445;R de DAOULAS - 29RD03;039-P-197;;;;02/12/2009;02/12/2009;;;;-4.28217763025549;48.3534379400523
6013001;Asnelles;012-P-001;0.3;;;13/06/2008;;;;;-0.5891801229;49.3494017571
16033062;Aval Bourg - PZ01;035-P-025;;;;13/06/2008;09/07/2010;;;;-3.9349301386;48.5990691091
36083013;Coudalère;097-P-011;;;;13/06/2008;;;;;3.030870092;42.8079520004
11024037;Tour Solidor;021-P-035;6.5;;;13/06/2008;;;;;-2.0266888084;48.634032753
25049014;Buisson Méaban;058-P-001;;;;13/06/2008;;;;;-2.9746775514;47.5273270874
41109006;Villefranche;114-P-058;2;;;13/06/2008;;;;;7.3156061302;43.6840118704
60002541;TRIEUX - 22152-23;027-P-045;;;;02/12/2009;02/12/2009;;;;-3.12929692214846;48.7734107825387
17035012;Gisement Le Stiff;037-P-012;50;;;13/06/2008;;;;;-5.041906515;48.4703257419
11024035;Port Saint Hubert;021-P-033;3;Modification des coordonnées demandée par le LER (anciennes lat=48.5365308848 et long=-1.9716851563) le 20/01/2014.;;13/06/2008;20/01/2014;;;;-1.97261637;48.53543816
14029041;Roche Jagu;027-P-022;0;;;13/06/2008;;;;;-3.1485459837;48.7335220033
29064005;La Guittière;074-P-027;;Coordonnées imprécises à la création du point. Modifications des coordonnées le : 17/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (46.4326494659 / -1.6379594337);;13/06/2008;17/10/2016;;;;-1.63742;46.4318
37087016;Port de Loupian (b);104-P-015;;Mise à jour des coordonnées suite à une demande de Catherine Belin (17/03/2010);;13/06/2008;17/03/2010;;;;3.637777;43.432702
13028010;Ouest baie de St Brieuc;024-P-019;20;;;13/06/2008;;;;;-2.7662037516;48.6693582475
31067009;Nord Saumonards;079-P-010;7;;;13/06/2008;;;;;-1.2778828451;46.00594685
60002385;Ilets à rats;125-P-040;12;Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.6834982901et Long -60.9008237779).;;24/11/2009;15/11/2016;;;;-60.89697328;14.68429501
21042020;Skividen;044-P-006;;;;13/06/2008;27/02/2014;;;;-4.2413738667;47.7883184866
60002527;LEGUER - 22225E02;032-P-046;;;;02/12/2009;02/12/2009;;;;-3.46068698451015;48.7305300744317
60002472;CRACH - 56G 260;055-P-028;;;;02/12/2009;02/12/2009;;;;-3.01158117079058;47.5671836652585
24047005;Pen Mane Braz;053-P-005;0;;;13/06/2008;;;;;-3.1853520645;47.6829951041
33075007;Bouée de St Georges;085-P-004;8.5;;;13/06/2008;;;;;-1.0184284369;45.5816366253
42118007;Calvi;122-P-083;;;;13/06/2008;;;;;8.7255006828;42.5805005138
25055001;Grand-Rohu;058-P-005;;;;13/06/2008;;;;;-2.8601752266;47.5183282076
60007480;MET- APPROUAGUE (Mataroni);146-P-014;0;Mataroni;;30/10/2014;30/10/2014;;;;-52.1819070609535;4.23039428686381
37089375;VIC - Vic;105-P-060;1.6;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.8258728087;43.4914742499
60007513;MET- OYAPOCK (Ilet Biche);146-P-027;0;Ilet Biche;;30/10/2014;30/10/2014;;;;-51.6415228324281;4.11599879299939
22044007;Trénogoat;048-P-007;-2;;;13/06/2008;09/07/2010;;;;-3.6446964283;47.786325551
37087382;BAN - Bagnas;103-P-005;0.5;Bathymétrie fournie par la coordination RSL (18/12/2014);;13/06/2008;18/12/2014;;;;3.521536619;43.3273010667
16033027;Roch Glas;034-P-009;;;;13/06/2008;;;;;-3.893890921;48.6548443595
60007476;MET- CAYENNE (Larivot);146-P-010;0;Port du Larivot;;30/10/2014;30/10/2014;;;;-52.3637396902032;4.90600382216857
21043016;Concarneau large;047-P-016;;Correction des coordonnées le 15/04/2013 à la demande de latlas DCE/LB (anciennes coordonnées -3.9513698318-47.8323230348).;;13/06/2008;15/04/2013;;;;-3.949922;47.833406
60006813;Grande Passe Ouest (Amont Recif) H13;145-P-008;51;Station 13/H13/B15 - études Def RCS + RHLM actif;;21/03/2014;21/03/2014;;;;45.0226996580165;-12.8283997183665
9018001;Anse Moulinet;017-P-002;-5;;;13/06/2008;;;;;-1.900548039;49.6627280479
25049211;Golfe - la Teignouse;058-P-003;;;;13/06/2008;;;;;-2.9696766516;47.4956597035
60002481;AURAY - 56G 420;060-P-037;;;;02/12/2009;02/12/2009;;;;-2.98898410782539;47.6971736069201
34077059;Arcachon - Bouée 7;087-P-008;-10;;;13/06/2008;31/03/2009;;;;-1.2637435339;44.5422774676
8017001;Salmona cage;016-P-007;;;;13/06/2008;;;;;-1.6238762573;49.6733982962
28060005;La Baule 2;069-P-005;;;;13/06/2008;;;;;-2.3933273141;47.2806611658
60006822;Boueni (Baie face Hagnoudrou) 16;145-P-017;35;Station 16/B19 - étude Def RCS;;21/03/2014;21/03/2014;;;;45.1125005029169;-12.9004003218668
6013015;Bouée des Essarts 3 milles;012-P-010;15;;;13/06/2008;;;;;-0.358009608;49.3777385407
36085004;Bages-Mahon;100-P-005;-0.5;;;13/06/2008;;;;;3.0038645916;43.0799573874
37088013;Espiguette;102-P-016;;;;13/06/2008;;;;;4.1170450078;43.4998106261
60007517;MET- SINNAMARY (Roche Brigandin);146-P-031;0;Roche Brigandin;;30/10/2014;30/10/2014;;;;-52.9960078455039;5.43789478978073
23045103;Le Blavet;050-P-020;;;;13/06/2008;;;;;-3.3213562102;47.747328419
17035004;Prat ar Coum;037-P-004;;;;13/06/2008;27/02/2014;;;;-4.5897343878;48.5648336379
30065012;Les Palliers;076-P-012;;;;13/06/2008;;;;;-1.217614342;46.2628168611
60002982;Golfe de SantAmanza 1;121-P-017;0;;;21/01/2010;21/01/2010;;;;9.23259203379601;41.4202504526252
6012005;Ouistreham 6 milles;010-P-106;18;;;13/06/2008;;;;;-0.2471744861;49.3937402578
60002462;BLAVET - 56B 470;050-P-062;;;;02/12/2009;02/12/2009;;;;-3.29317642325489;47.7884862200764
9018005;Carteret;029-P-001;50;;;13/06/2008;;;;;-2.1999993164;49.3833336699
18037008;Le Guern;039-P-008;;;;13/06/2008;;;;;-4.3400588595;48.4056659834
38095005;Vitrolles;110-P-006;;;;13/06/2008;;;;;5.2277342598;43.4653206647
50136006;Lagon Saint Pierre Ravine Blanche;126-P-013;;Coordonnées (longitude) mises à jour sur la demande de Julie Garric-Perrales et Catherine Belin le 17/03/2010.;;13/06/2008;17/03/2010;;;;55.4611;-21.3425003103
38094108;Anse de Carteau 2;109-P-027;4;;;13/06/2008;;;;;4.8747289248;43.3726485904
5011005;Blonville;010-P-050;-1;;;13/06/2008;;;;;0.0199990439;49.339075211
25055015;Suscinio;062-P-008;0;;;13/06/2008;;;;;-2.7188385541;47.4889958066
60002466;ETEL - 56ET 09;053-P-027;;;;02/12/2009;02/12/2009;;;;-3.15240092536712;47.7322701669684
6013006;Luc sur mer;012-P-006;-1;;;13/06/2008;;;;;-0.3466745332;49.3220705102
28061115;Maison Blanche;071-P-075;;;;13/06/2008;;;;;-2.2038168132;46.9978231653
16033016;Ile Callot;033-P-006;-3;;;13/06/2008;;;;;-3.9345593828;48.6930115095
60002537;TRIEUX - 22152E10;027-P-042;;;;02/12/2009;02/12/2009;;;;-3.09549386441361;48.7956749145041
6012009;Estuaire de lOrne;010-P-110;;;;13/06/2008;;;;;-0.2280326686;49.2795007433
6012016;Bouée de Lion 3 milles;010-P-115;11;;;13/06/2008;;;;;-0.2655069276;49.3474054654
27057025;Poudrantais;063-P-012;0;;;13/06/2008;;;;;-2.5013340223;47.4681644969
60004517;Jardin Tropical;125-P-053;;Création du lieu le 05/05/2011 suite à la demande de CBelin. Renseigner le positionnement. Correction des coordonnées le 15/11/2016 à la demande de IFREMER délégation des Antilles Françaises. Anciennes coordonnées (Lat 14.4601 et Long -60.9186).;;05/05/2011;15/11/2016;;;;-60.92471118;14.45520212
30065002;LEperon (terre);076-P-002;0.8;Coordonnées imprécises à la création du point. Modifications des coordonnées le : 17/10/2016 à la demande des coordinations REMI, REPHY Anciennes coordonnées (46.2731502544 / -1.233948219);;13/06/2008;17/10/2016;;;;-1.23785;46.2703
32071021;Le Chapus (a);080-P-056;4.1;Pour le suivi RAZLEC, ce lieu représente la station "Le Chapus".;;13/06/2008;13/11/2015;;;;-1.1789375321;45.8534744213
8017009;Cherbourg Port;016-P-015;20;;;13/06/2008;;;;;-1.6133763097;49.682565335
50137001;Grande Anse;126-P-014;;Les coordonnées ont été modifiées afin de rapprocher les lieux de surveillance hydrologique des lieux de surveillance du benthos et ainsi optimiser la stratégie de surveillance DCE. Les nouvelles coordonnées sont valables pour les acquisitions effectuées à partir de 2012.;;13/06/2008;11/06/2012;;;;55.536467;-21.374733
24046012;Penthièvre;052-P-012;;;;13/06/2008;;;;;-3.1411813916;47.5586592346
18037014;Pointe St Yves - 29EL14;039-P-014;;;;13/06/2008;;;;;-4.3461222878;48.4051442302
